"Notes"	"Month Prenatal Care Began"	"Month Prenatal Care Began Code"	"OE Gestational Age Weekly"	"OE Gestational Age Weekly Code"	"NICU Admission"	"NICU Admission Code"	"Year"	"Year Code"	Births
	"3rd month"	"03"	"39 weeks"	"39"	"Yes"	"1"	"2019"	"2019"	15175
"Total"	"3rd month"	"03"	"39 weeks"	"39"	"Yes"	"1"			57735
	"3rd month"	"03"	"39 weeks"	"39"	"No"	"2"	"2016"	"2016"	431783
	"3rd month"	"03"	"39 weeks"	"39"	"No"	"2"	"2017"	"2017"	427457
	"3rd month"	"03"	"39 weeks"	"39"	"No"	"2"	"2018"	"2018"	431039
	"3rd month"	"03"	"39 weeks"	"39"	"No"	"2"	"2019"	"2019"	439848
"Total"	"3rd month"	"03"	"39 weeks"	"39"	"No"	"2"			1730127
"Total"	"3rd month"	"03"	"39 weeks"	"39"					1787862
	"3rd month"	"03"	"40 weeks"	"40"	"Yes"	"1"	"2016"	"2016"	9230
	"3rd month"	"03"	"40 weeks"	"40"	"Yes"	"1"	"2017"	"2017"	9039
	"3rd month"	"03"	"40 weeks"	"40"	"Yes"	"1"	"2018"	"2018"	8813
	"3rd month"	"03"	"40 weeks"	"40"	"Yes"	"1"	"2019"	"2019"	8216
"Total"	"3rd month"	"03"	"40 weeks"	"40"	"Yes"	"1"			35298
	"3rd month"	"03"	"40 weeks"	"40"	"No"	"2"	"2016"	"2016"	248198
	"3rd month"	"03"	"40 weeks"	"40"	"No"	"2"	"2017"	"2017"	241261
	"3rd month"	"03"	"40 weeks"	"40"	"No"	"2"	"2018"	"2018"	233775
	"3rd month"	"03"	"40 weeks"	"40"	"No"	"2"	"2019"	"2019"	222441
"Total"	"3rd month"	"03"	"40 weeks"	"40"	"No"	"2"			945675
"Total"	"3rd month"	"03"	"40 weeks"	"40"					980973
	"3rd month"	"03"	"41 weeks"	"41"	"Yes"	"1"	"2016"	"2016"	3707
	"3rd month"	"03"	"41 weeks"	"41"	"Yes"	"1"	"2017"	"2017"	3685
	"3rd month"	"03"	"41 weeks"	"41"	"Yes"	"1"	"2018"	"2018"	3419
	"3rd month"	"03"	"41 weeks"	"41"	"Yes"	"1"	"2019"	"2019"	2975
"Total"	"3rd month"	"03"	"41 weeks"	"41"	"Yes"	"1"			13786
	"3rd month"	"03"	"41 weeks"	"41"	"No"	"2"	"2016"	"2016"	82191
	"3rd month"	"03"	"41 weeks"	"41"	"No"	"2"	"2017"	"2017"	78601
	"3rd month"	"03"	"41 weeks"	"41"	"No"	"2"	"2018"	"2018"	74001
	"3rd month"	"03"	"41 weeks"	"41"	"No"	"2"	"2019"	"2019"	65023
"Total"	"3rd month"	"03"	"41 weeks"	"41"	"No"	"2"			299816
"Total"	"3rd month"	"03"	"41 weeks"	"41"					313602
	"3rd month"	"03"	"42 weeks"	"42"	"Yes"	"1"	"2016"	"2016"	210
	"3rd month"	"03"	"42 weeks"	"42"	"Yes"	"1"	"2017"	"2017"	216
	"3rd month"	"03"	"42 weeks"	"42"	"Yes"	"1"	"2018"	"2018"	185
	"3rd month"	"03"	"42 weeks"	"42"	"Yes"	"1"	"2019"	"2019"	135
"Total"	"3rd month"	"03"	"42 weeks"	"42"	"Yes"	"1"			746
	"3rd month"	"03"	"42 weeks"	"42"	"No"	"2"	"2016"	"2016"	3937
	"3rd month"	"03"	"42 weeks"	"42"	"No"	"2"	"2017"	"2017"	3677
	"3rd month"	"03"	"42 weeks"	"42"	"No"	"2"	"2018"	"2018"	3330
	"3rd month"	"03"	"42 weeks"	"42"	"No"	"2"	"2019"	"2019"	2682
"Total"	"3rd month"	"03"	"42 weeks"	"42"	"No"	"2"			13626
"Total"	"3rd month"	"03"	"42 weeks"	"42"					14372
	"3rd month"	"03"	"43 weeks"	"43"	"Yes"	"1"	"2016"	"2016"	11
	"3rd month"	"03"	"43 weeks"	"43"	"Yes"	"1"	"2017"	"2017"	11
	"3rd month"	"03"	"43 weeks"	"43"	"Yes"	"1"	"2018"	"2018"	7
	"3rd month"	"03"	"43 weeks"	"43"	"Yes"	"1"	"2019"	"2019"	8
"Total"	"3rd month"	"03"	"43 weeks"	"43"	"Yes"	"1"			37
	"3rd month"	"03"	"43 weeks"	"43"	"No"	"2"	"2016"	"2016"	196
	"3rd month"	"03"	"43 weeks"	"43"	"No"	"2"	"2017"	"2017"	152
	"3rd month"	"03"	"43 weeks"	"43"	"No"	"2"	"2018"	"2018"	126
	"3rd month"	"03"	"43 weeks"	"43"	"No"	"2"	"2019"	"2019"	79
"Total"	"3rd month"	"03"	"43 weeks"	"43"	"No"	"2"			553
"Total"	"3rd month"	"03"	"43 weeks"	"43"					590
	"3rd month"	"03"	"44 weeks"	"44"	"Yes"	"1"	"2016"	"2016"	4
	"3rd month"	"03"	"44 weeks"	"44"	"Yes"	"1"	"2017"	"2017"	0
	"3rd month"	"03"	"44 weeks"	"44"	"Yes"	"1"	"2018"	"2018"	2
	"3rd month"	"03"	"44 weeks"	"44"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"3rd month"	"03"	"44 weeks"	"44"	"Yes"	"1"			7
	"3rd month"	"03"	"44 weeks"	"44"	"No"	"2"	"2016"	"2016"	55
	"3rd month"	"03"	"44 weeks"	"44"	"No"	"2"	"2017"	"2017"	59
	"3rd month"	"03"	"44 weeks"	"44"	"No"	"2"	"2018"	"2018"	41
	"3rd month"	"03"	"44 weeks"	"44"	"No"	"2"	"2019"	"2019"	34
"Total"	"3rd month"	"03"	"44 weeks"	"44"	"No"	"2"			189
"Total"	"3rd month"	"03"	"44 weeks"	"44"					196
	"3rd month"	"03"	"45 weeks"	"45"	"Yes"	"1"	"2016"	"2016"	0
	"3rd month"	"03"	"45 weeks"	"45"	"Yes"	"1"	"2017"	"2017"	1
	"3rd month"	"03"	"45 weeks"	"45"	"Yes"	"1"	"2018"	"2018"	0
	"3rd month"	"03"	"45 weeks"	"45"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"3rd month"	"03"	"45 weeks"	"45"	"Yes"	"1"			1
	"3rd month"	"03"	"45 weeks"	"45"	"No"	"2"	"2016"	"2016"	18
	"3rd month"	"03"	"45 weeks"	"45"	"No"	"2"	"2017"	"2017"	13
	"3rd month"	"03"	"45 weeks"	"45"	"No"	"2"	"2018"	"2018"	10
	"3rd month"	"03"	"45 weeks"	"45"	"No"	"2"	"2019"	"2019"	4
"Total"	"3rd month"	"03"	"45 weeks"	"45"	"No"	"2"			45
"Total"	"3rd month"	"03"	"45 weeks"	"45"					46
	"3rd month"	"03"	"46 weeks"	"46"	"Yes"	"1"	"2016"	"2016"	0
	"3rd month"	"03"	"46 weeks"	"46"	"Yes"	"1"	"2017"	"2017"	0
	"3rd month"	"03"	"46 weeks"	"46"	"Yes"	"1"	"2018"	"2018"	0
	"3rd month"	"03"	"46 weeks"	"46"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"3rd month"	"03"	"46 weeks"	"46"	"Yes"	"1"			0
	"3rd month"	"03"	"46 weeks"	"46"	"No"	"2"	"2016"	"2016"	8
	"3rd month"	"03"	"46 weeks"	"46"	"No"	"2"	"2017"	"2017"	8
	"3rd month"	"03"	"46 weeks"	"46"	"No"	"2"	"2018"	"2018"	1
	"3rd month"	"03"	"46 weeks"	"46"	"No"	"2"	"2019"	"2019"	4
"Total"	"3rd month"	"03"	"46 weeks"	"46"	"No"	"2"			21
"Total"	"3rd month"	"03"	"46 weeks"	"46"					21
	"3rd month"	"03"	"47 weeks"	"47"	"Yes"	"1"	"2016"	"2016"	0
	"3rd month"	"03"	"47 weeks"	"47"	"Yes"	"1"	"2017"	"2017"	0
	"3rd month"	"03"	"47 weeks"	"47"	"Yes"	"1"	"2018"	"2018"	0
	"3rd month"	"03"	"47 weeks"	"47"	"Yes"	"1"	"2019"	"2019"	0
"Total"	"3rd month"	"03"	"47 weeks"	"47"	"Yes"	"1"			0
	"3rd month"	"03"	"47 weeks"	"47"	"No"	"2"	"2016"	"2016"	5
	"3rd month"	"03"	"47 weeks"	"47"	"No"	"2"	"2017"	"2017"	3
	"3rd month"	"03"	"47 weeks"	"47"	"No"	"2"	"2018"	"2018"	3
	"3rd month"	"03"	"47 weeks"	"47"	"No"	"2"	"2019"	"2019"	2
"Total"	"3rd month"	"03"	"47 weeks"	"47"	"No"	"2"			13
"Total"	"3rd month"	"03"	"47 weeks"	"47"					13
"Total"	"3rd month"	"03"							4634952
	"4th month"	"04"	"17 weeks"	"17"	"Yes"	"1"	"2016"	"2016"	0
	"4th month"	"04"	"17 weeks"	"17"	"Yes"	"1"	"2017"	"2017"	2
	"4th month"	"04"	"17 weeks"	"17"	"Yes"	"1"	"2018"	"2018"	0
	"4th month"	"04"	"17 weeks"	"17"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"4th month"	"04"	"17 weeks"	"17"	"Yes"	"1"			3
	"4th month"	"04"	"17 weeks"	"17"	"No"	"2"	"2016"	"2016"	14
	"4th month"	"04"	"17 weeks"	"17"	"No"	"2"	"2017"	"2017"	19
	"4th month"	"04"	"17 weeks"	"17"	"No"	"2"	"2018"	"2018"	18
	"4th month"	"04"	"17 weeks"	"17"	"No"	"2"	"2019"	"2019"	18
"Total"	"4th month"	"04"	"17 weeks"	"17"	"No"	"2"			69
"Total"	"4th month"	"04"	"17 weeks"	"17"					72
	"4th month"	"04"	"18 weeks"	"18"	"Yes"	"1"	"2016"	"2016"	0
	"4th month"	"04"	"18 weeks"	"18"	"Yes"	"1"	"2017"	"2017"	2
	"4th month"	"04"	"18 weeks"	"18"	"Yes"	"1"	"2018"	"2018"	0
	"4th month"	"04"	"18 weeks"	"18"	"Yes"	"1"	"2019"	"2019"	1
"Total"	"4th month"	"04"	"18 weeks"	"18"	"Yes"	"1"			3
	"4th month"	"04"	"18 weeks"	"18"	"No"	"2"	"2016"	"2016"	20
	"4th month"	"04"	"18 weeks"	"18"	"No"	"2"	"2017"	"2017"	36
	"4th month"	"04"	"18 weeks"	"18"	"No"	"2"	"2018"	"2018"	34
	"4th month"	"04"	"18 weeks"	"18"	"No"	"2"	"2019"	"2019"	39
"Total"	"4th month"	"04"	"18 weeks"	"18"	"No"	"2"			129
"Total"	"4th month"	"04"	"18 weeks"	"18"					132
	"4th month"	"04"	"19 weeks"	"19"	"Yes"	"1"	"2016"	"2016"	1
	"4th month"	"04"	"19 weeks"	"19"	"Yes"	"1"	"2017"	"2017"	8
	"4th month"	"04"	"19 weeks"	"19"	"Yes"	"1"	"2018"	"2018"	2
	"4th month"	"04"	"19 weeks"	"19"	"Yes"	"1"	"2019"	"2019"	3
"Total"	"4th month"	"04"	"19 weeks"	"19"	"Yes"	"1"			14
	"4th month"	"04"	"19 weeks"	"19"	"No"	"2"	"2016"	"2016"	42
	"4th month"	"04"	"19 weeks"	"19"	"No"	"2"	"2017"	"2017"	43
	"4th month"	"04"	"19 weeks"	"19"	"No"	"2"	"2018"	"2018"	38
	"4th month"	"04"	"19 weeks"	"19"	"No"	"2"	"2019"	"2019"	62
"Total"	"4th month"	"04"	"19 weeks"	"19"	"No"	"2"			185
"Total"	"4th month"	"04"	"19 weeks"	"19"					199
	"4th month"	"04"	"20 weeks"	"20"	"Yes"	"1"	"2016"	"2016"	2
	"4th month"	"04"	"20 weeks"	"20"	"Yes"	"1"	"2017"	"2017"	4
	"4th month"	"04"	"20 weeks"	"20"	"Yes"	"1"	"2018"	"2018"	10
	"4th month"	"04"	"20 weeks"	"20"	"Yes"	"1"	"2019"	"2019"	5
"Total"	"4th month"	"04"	"20 weeks"	"20"	"Yes"	"1"			21
	"4th month"	"04"	"20 weeks"	"20"	"No"	"2"	"2016"	"2016"	95
	"4th month"	"04"	"20 weeks"	"20"	"No"	"2"	"2017"	"2017"	80
	"4th month"	"04"	"20 weeks"	"20"	"No"	"2"	"2018"	"2018"	62
	"4th month"	"04"	"20 weeks"	"20"	"No"	"2"	"2019"	"2019"	69
"Total"	"4th month"	"04"	"20 weeks"	"20"	"No"	"2"			306
"Total"	"4th month"	"04"	"20 weeks"	"20"					327
	"4th month"	"04"	"21 weeks"	"21"	"Yes"	"1"	"2016"	"2016"	9
	"4th month"	"04"	"21 weeks"	"21"	"Yes"	"1"	"2017"	"2017"	7
	"4th month"	"04"	"21 weeks"	"21"	"Yes"	"1"	"2018"	"2018"	15
	"4th month"	"04"	"21 weeks"	"21"	"Yes"	"1"	"2019"	"2019"	7
"Total"	"4th month"	"04"	"21 weeks"	"21"	"Yes"	"1"			38
	"4th month"	"04"	"21 weeks"	"21"	"No"	"2"	"2016"	"2016"	98
	"4th month"	"04"	"21 weeks"	"21"	"No"	"2"	"2017"	"2017"	92
	"4th month"	"04"	"21 weeks"	"21"	"No"	"2"	"2018"	"2018"	105
	"4th month"	"04"	"21 weeks"	"21"	"No"	"2"	"2019"	"2019"	89
"Total"	"4th month"	"04"	"21 weeks"	"21"	"No"	"2"			384
"Total"	"4th month"	"04"	"21 weeks"	"21"					422
	"4th month"	"04"	"22 weeks"	"22"	"Yes"	"1"	"2016"	"2016"	40
	"4th month"	"04"	"22 weeks"	"22"	"Yes"	"1"	"2017"	"2017"	33
	"4th month"	"04"	"22 weeks"	"22"	"Yes"	"1"	"2018"	"2018"	32
	"4th month"	"04"	"22 weeks"	"22"	"Yes"	"1"	"2019"	"2019"	36
"Total"	"4th month"	"04"	"22 weeks"	"22"	"Yes"	"1"			141
	"4th month"	"04"	"22 weeks"	"22"	"No"	"2"	"2016"	"2016"	114
	"4th month"	"04"	"22 weeks"	"22"	"No"	"2"	"2017"	"2017"	92
	"4th month"	"04"	"22 weeks"	"22"	"No"	"2"	"2018"	"2018"	94
	"4th month"	"04"	"22 weeks"	"22"	"No"	"2"	"2019"	"2019"	88
"Total"	"4th month"	"04"	"22 weeks"	"22"	"No"	"2"			388
"Total"	"4th month"	"04"	"22 weeks"	"22"					529
	"4th month"	"04"	"23 weeks"	"23"	"Yes"	"1"	"2016"	"2016"	166
	"4th month"	"04"	"23 weeks"	"23"	"Yes"	"1"	"2017"	"2017"	157
	"4th month"	"04"	"23 weeks"	"23"	"Yes"	"1"	"2018"	"2018"	166
	"4th month"	"04"	"23 weeks"	"23"	"Yes"	"1"	"2019"	"2019"	169
"Total"	"4th month"	"04"	"23 weeks"	"23"	"Yes"	"1"			658
	"4th month"	"04"	"23 weeks"	"23"	"No"	"2"	"2016"	"2016"	54
	"4th month"	"04"	"23 weeks"	"23"	"No"	"2"	"2017"	"2017"	57
	"4th month"	"04"	"23 weeks"	"23"	"No"	"2"	"2018"	"2018"	40
	"4th month"	"04"	"23 weeks"	"23"	"No"	"2"	"2019"	"2019"	40
"Total"	"4th month"	"04"	"23 weeks"	"23"	"No"	"2"			191
"Total"	"4th month"	"04"	"23 weeks"	"23"					849
	"4th month"	"04"	"24 weeks"	"24"	"Yes"	"1"	"2016"	"2016"	262
	"4th month"	"04"	"24 weeks"	"24"	"Yes"	"1"	"2017"	"2017"	245
	"4th month"	"04"	"24 weeks"	"24"	"Yes"	"1"	"2018"	"2018"	252
	"4th month"	"04"	"24 weeks"	"24"	"Yes"	"1"	"2019"	"2019"	248
"Total"	"4th month"	"04"	"24 weeks"	"24"	"Yes"	"1"			1007
	"4th month"	"04"	"24 weeks"	"24"	"No"	"2"	"2016"	"2016"	41
	"4th month"	"04"	"24 weeks"	"24"	"No"	"2"	"2017"	"2017"	41
	"4th month"	"04"	"24 weeks"	"24"	"No"	"2"	"2018"	"2018"	28
	"4th month"	"04"	"24 weeks"	"24"	"No"	"2"	"2019"	"2019"	24
"Total"	"4th month"	"04"	"24 weeks"	"24"	"No"	"2"			134
"Total"	"4th month"	"04"	"24 weeks"	"24"					1141
	"4th month"	"04"	"25 weeks"	"25"	"Yes"	"1"	"2016"	"2016"	298
	"4th month"	"04"	"25 weeks"	"25"	"Yes"	"1"	"2017"	"2017"	293
	"4th month"	"04"	"25 weeks"	"25"	"Yes"	"1"	"2018"	"2018"	288
	"4th month"	"04"	"25 weeks"	"25"	"Yes"	"1"	"2019"	"2019"	270
"Total"	"4th month"	"04"	"25 weeks"	"25"	"Yes"	"1"			1149
	"4th month"	"04"	"25 weeks"	"25"	"No"	"2"	"2016"	"2016"	30
	"4th month"	"04"	"25 weeks"	"25"	"No"	"2"	"2017"	"2017"	28
	"4th month"	"04"	"25 weeks"	"25"	"No"	"2"	"2018"	"2018"	23
	"4th month"	"04"	"25 weeks"	"25"	"No"	"2"	"2019"	"2019"	29
"Total"	"4th month"	"04"	"25 weeks"	"25"	"No"	"2"			110
"Total"	"4th month"	"04"	"25 weeks"	"25"					1259
	"4th month"	"04"	"26 weeks"	"26"	"Yes"	"1"	"2016"	"2016"	322
	"4th month"	"04"	"26 weeks"	"26"	"Yes"	"1"	"2017"	"2017"	315
	"4th month"	"04"	"26 weeks"	"26"	"Yes"	"1"	"2018"	"2018"	298
	"4th month"	"04"	"26 weeks"	"26"	"Yes"	"1"	"2019"	"2019"	306
"Total"	"4th month"	"04"	"26 weeks"	"26"	"Yes"	"1"			1241
	"4th month"	"04"	"26 weeks"	"26"	"No"	"2"	"2016"	"2016"	28
	"4th month"	"04"	"26 weeks"	"26"	"No"	"2"	"2017"	"2017"	30
	"4th month"	"04"	"26 weeks"	"26"	"No"	"2"	"2018"	"2018"	25
	"4th month"	"04"	"26 weeks"	"26"	"No"	"2"	"2019"	"2019"	24
"Total"	"4th month"	"04"	"26 weeks"	"26"	"No"	"2"			107
"Total"	"4th month"	"04"	"26 weeks"	"26"					1348
	"4th month"	"04"	"27 weeks"	"27"	"Yes"	"1"	"2016"	"2016"	364
	"4th month"	"04"	"27 weeks"	"27"	"Yes"	"1"	"2017"	"2017"	378
	"4th month"	"04"	"27 weeks"	"27"	"Yes"	"1"	"2018"	"2018"	320
	"4th month"	"04"	"27 weeks"	"27"	"Yes"	"1"	"2019"	"2019"	376
"Total"	"4th month"	"04"	"27 weeks"	"27"	"Yes"	"1"			1438
	"4th month"	"04"	"27 weeks"	"27"	"No"	"2"	"2016"	"2016"	55
	"4th month"	"04"	"27 weeks"	"27"	"No"	"2"	"2017"	"2017"	44
	"4th month"	"04"	"27 weeks"	"27"	"No"	"2"	"2018"	"2018"	39
	"4th month"	"04"	"27 weeks"	"27"	"No"	"2"	"2019"	"2019"	27
"Total"	"4th month"	"04"	"27 weeks"	"27"	"No"	"2"			165
"Total"	"4th month"	"04"	"27 weeks"	"27"					1603
	"4th month"	"04"	"28 weeks"	"28"	"Yes"	"1"	"2016"	"2016"	416
	"4th month"	"04"	"28 weeks"	"28"	"Yes"	"1"	"2017"	"2017"	417
	"4th month"	"04"	"28 weeks"	"28"	"Yes"	"1"	"2018"	"2018"	460
	"4th month"	"04"	"28 weeks"	"28"	"Yes"	"1"	"2019"	"2019"	429
"Total"	"4th month"	"04"	"28 weeks"	"28"	"Yes"	"1"			1722
	"4th month"	"04"	"28 weeks"	"28"	"No"	"2"	"2016"	"2016"	44
	"4th month"	"04"	"28 weeks"	"28"	"No"	"2"	"2017"	"2017"	33
	"4th month"	"04"	"28 weeks"	"28"	"No"	"2"	"2018"	"2018"	38
	"4th month"	"04"	"28 weeks"	"28"	"No"	"2"	"2019"	"2019"	51
"Total"	"4th month"	"04"	"28 weeks"	"28"	"No"	"2"			166
"Total"	"4th month"	"04"	"28 weeks"	"28"					1888
	"4th month"	"04"	"29 weeks"	"29"	"Yes"	"1"	"2016"	"2016"	545
	"4th month"	"04"	"29 weeks"	"29"	"Yes"	"1"	"2017"	"2017"	486
	"4th month"	"04"	"29 weeks"	"29"	"Yes"	"1"	"2018"	"2018"	520
	"4th month"	"04"	"29 weeks"	"29"	"Yes"	"1"	"2019"	"2019"	539
"Total"	"4th month"	"04"	"29 weeks"	"29"	"Yes"	"1"			2090
	"4th month"	"04"	"29 weeks"	"29"	"No"	"2"	"2016"	"2016"	68
	"4th month"	"04"	"29 weeks"	"29"	"No"	"2"	"2017"	"2017"	67
	"4th month"	"04"	"29 weeks"	"29"	"No"	"2"	"2018"	"2018"	58
	"4th month"	"04"	"29 weeks"	"29"	"No"	"2"	"2019"	"2019"	51
"Total"	"4th month"	"04"	"29 weeks"	"29"	"No"	"2"			244
"Total"	"4th month"	"04"	"29 weeks"	"29"					2334
	"4th month"	"04"	"30 weeks"	"30"	"Yes"	"1"	"2016"	"2016"	669
	"4th month"	"04"	"30 weeks"	"30"	"Yes"	"1"	"2017"	"2017"	655
	"4th month"	"04"	"30 weeks"	"30"	"Yes"	"1"	"2018"	"2018"	686
	"4th month"	"04"	"30 weeks"	"30"	"Yes"	"1"	"2019"	"2019"	641
"Total"	"4th month"	"04"	"30 weeks"	"30"	"Yes"	"1"			2651
	"4th month"	"04"	"30 weeks"	"30"	"No"	"2"	"2016"	"2016"	97
	"4th month"	"04"	"30 weeks"	"30"	"No"	"2"	"2017"	"2017"	76
	"4th month"	"04"	"30 weeks"	"30"	"No"	"2"	"2018"	"2018"	74
	"4th month"	"04"	"30 weeks"	"30"	"No"	"2"	"2019"	"2019"	82
"Total"	"4th month"	"04"	"30 weeks"	"30"	"No"	"2"			329
"Total"	"4th month"	"04"	"30 weeks"	"30"					2980
	"4th month"	"04"	"31 weeks"	"31"	"Yes"	"1"	"2016"	"2016"	877
	"4th month"	"04"	"31 weeks"	"31"	"Yes"	"1"	"2017"	"2017"	889
	"4th month"	"04"	"31 weeks"	"31"	"Yes"	"1"	"2018"	"2018"	837
	"4th month"	"04"	"31 weeks"	"31"	"Yes"	"1"	"2019"	"2019"	871
"Total"	"4th month"	"04"	"31 weeks"	"31"	"Yes"	"1"			3474
	"4th month"	"04"	"31 weeks"	"31"	"No"	"2"	"2016"	"2016"	125
	"4th month"	"04"	"31 weeks"	"31"	"No"	"2"	"2017"	"2017"	107
	"4th month"	"04"	"31 weeks"	"31"	"No"	"2"	"2018"	"2018"	84
	"4th month"	"04"	"31 weeks"	"31"	"No"	"2"	"2019"	"2019"	91
"Total"	"4th month"	"04"	"31 weeks"	"31"	"No"	"2"			407
"Total"	"4th month"	"04"	"31 weeks"	"31"					3881
	"4th month"	"04"	"32 weeks"	"32"	"Yes"	"1"	"2016"	"2016"	1214
	"4th month"	"04"	"32 weeks"	"32"	"Yes"	"1"	"2017"	"2017"	1313
	"4th month"	"04"	"32 weeks"	"32"	"Yes"	"1"	"2018"	"2018"	1246
	"4th month"	"04"	"32 weeks"	"32"	"Yes"	"1"	"2019"	"2019"	1296
"Total"	"4th month"	"04"	"32 weeks"	"32"	"Yes"	"1"			5069
	"4th month"	"04"	"32 weeks"	"32"	"No"	"2"	"2016"	"2016"	197
	"4th month"	"04"	"32 weeks"	"32"	"No"	"2"	"2017"	"2017"	179
	"4th month"	"04"	"32 weeks"	"32"	"No"	"2"	"2018"	"2018"	175
	"4th month"	"04"	"32 weeks"	"32"	"No"	"2"	"2019"	"2019"	152
"Total"	"4th month"	"04"	"32 weeks"	"32"	"No"	"2"			703
"Total"	"4th month"	"04"	"32 weeks"	"32"					5772
	"4th month"	"04"	"33 weeks"	"33"	"Yes"	"1"	"2016"	"2016"	1912
	"4th month"	"04"	"33 weeks"	"33"	"Yes"	"1"	"2017"	"2017"	1768
	"4th month"	"04"	"33 weeks"	"33"	"Yes"	"1"	"2018"	"2018"	1785
	"4th month"	"04"	"33 weeks"	"33"	"Yes"	"1"	"2019"	"2019"	1680
"Total"	"4th month"	"04"	"33 weeks"	"33"	"Yes"	"1"			7145
	"4th month"	"04"	"33 weeks"	"33"	"No"	"2"	"2016"	"2016"	342
	"4th month"	"04"	"33 weeks"	"33"	"No"	"2"	"2017"	"2017"	333
	"4th month"	"04"	"33 weeks"	"33"	"No"	"2"	"2018"	"2018"	304
	"4th month"	"04"	"33 weeks"	"33"	"No"	"2"	"2019"	"2019"	278
"Total"	"4th month"	"04"	"33 weeks"	"33"	"No"	"2"			1257
"Total"	"4th month"	"04"	"33 weeks"	"33"					8402
	"4th month"	"04"	"34 weeks"	"34"	"Yes"	"1"	"2016"	"2016"	3061
	"4th month"	"04"	"34 weeks"	"34"	"Yes"	"1"	"2017"	"2017"	3084
	"4th month"	"04"	"34 weeks"	"34"	"Yes"	"1"	"2018"	"2018"	3250
	"4th month"	"04"	"34 weeks"	"34"	"Yes"	"1"	"2019"	"2019"	3416
"Total"	"4th month"	"04"	"34 weeks"	"34"	"Yes"	"1"			12811
	"4th month"	"04"	"34 weeks"	"34"	"No"	"2"	"2016"	"2016"	916
	"4th month"	"04"	"34 weeks"	"34"	"No"	"2"	"2017"	"2017"	817
	"4th month"	"04"	"34 weeks"	"34"	"No"	"2"	"2018"	"2018"	786
	"4th month"	"04"	"34 weeks"	"34"	"No"	"2"	"2019"	"2019"	713
"Total"	"4th month"	"04"	"34 weeks"	"34"	"No"	"2"			3232
"Total"	"4th month"	"04"	"34 weeks"	"34"					16043
	"4th month"	"04"	"35 weeks"	"35"	"Yes"	"1"	"2016"	"2016"	2546
	"4th month"	"04"	"35 weeks"	"35"	"Yes"	"1"	"2017"	"2017"	2518
	"4th month"	"04"	"35 weeks"	"35"	"Yes"	"1"	"2018"	"2018"	2508
	"4th month"	"04"	"35 weeks"	"35"	"Yes"	"1"	"2019"	"2019"	2533
"Total"	"4th month"	"04"	"35 weeks"	"35"	"Yes"	"1"			10105
	"4th month"	"04"	"35 weeks"	"35"	"No"	"2"	"2016"	"2016"	3430
	"4th month"	"04"	"35 weeks"	"35"	"No"	"2"	"2017"	"2017"	3298
	"4th month"	"04"	"35 weeks"	"35"	"No"	"2"	"2018"	"2018"	3293
	"4th month"	"04"	"35 weeks"	"35"	"No"	"2"	"2019"	"2019"	3080
"Total"	"4th month"	"04"	"35 weeks"	"35"	"No"	"2"			13101
"Total"	"4th month"	"04"	"35 weeks"	"35"					23206
	"4th month"	"04"	"36 weeks"	"36"	"Yes"	"1"	"2016"	"2016"	2500
	"4th month"	"04"	"36 weeks"	"36"	"Yes"	"1"	"2017"	"2017"	2564
	"4th month"	"04"	"36 weeks"	"36"	"Yes"	"1"	"2018"	"2018"	2549
	"4th month"	"04"	"36 weeks"	"36"	"Yes"	"1"	"2019"	"2019"	2608
"Total"	"4th month"	"04"	"36 weeks"	"36"	"Yes"	"1"			10221
	"4th month"	"04"	"36 weeks"	"36"	"No"	"2"	"2016"	"2016"	9685
	"4th month"	"04"	"36 weeks"	"36"	"No"	"2"	"2017"	"2017"	9410
	"4th month"	"04"	"36 weeks"	"36"	"No"	"2"	"2018"	"2018"	9282
	"4th month"	"04"	"36 weeks"	"36"	"No"	"2"	"2019"	"2019"	9417
"Total"	"4th month"	"04"	"36 weeks"	"36"	"No"	"2"			37794
"Total"	"4th month"	"04"	"36 weeks"	"36"					48015
	"4th month"	"04"	"37 weeks"	"37"	"Yes"	"1"	"2016"	"2016"	2904
	"4th month"	"04"	"37 weeks"	"37"	"Yes"	"1"	"2017"	"2017"	2805
	"4th month"	"04"	"37 weeks"	"37"	"Yes"	"1"	"2018"	"2018"	3078
	"4th month"	"04"	"37 weeks"	"37"	"Yes"	"1"	"2019"	"2019"	3263
"Total"	"4th month"	"04"	"37 weeks"	"37"	"Yes"	"1"			12050
	"4th month"	"04"	"37 weeks"	"37"	"No"	"2"	"2016"	"2016"	27162
	"4th month"	"04"	"37 weeks"	"37"	"No"	"2"	"2017"	"2017"	27481
	"4th month"	"04"	"37 weeks"	"37"	"No"	"2"	"2018"	"2018"	27650
	"4th month"	"04"	"37 weeks"	"37"	"No"	"2"	"2019"	"2019"	28554
"Total"	"4th month"	"04"	"37 weeks"	"37"	"No"	"2"			110847
"Total"	"4th month"	"04"	"37 weeks"	"37"					122897
	"4th month"	"04"	"38 weeks"	"38"	"Yes"	"1"	"2016"	"2016"	2657
	"4th month"	"04"	"38 weeks"	"38"	"Yes"	"1"	"2017"	"2017"	2675
