Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI,State
Postpartum Family Planning,Use of any postpartum contraception,,2019,891,80.9,(77.2-84.2),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,678,15.0,(11.9-18.8),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,736,13.6,(10.6-17.3),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,891,15.3,(12.4-18.9),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,678,20.3,(16.7-24.5),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,736,15.5,(12.3-19.3),Kentucky
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,891,16.4,(13.5-19.9),Kentucky
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,678,27.2,(23.2-31.7),Kentucky
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,736,28.0,(23.9-32.5),Kentucky
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,891,27.4,(23.6-31.5),Kentucky
Postpartum Family Planning,Least effective contraceptive methods,,2017,678,18.0,(14.7-21.9),Kentucky
Postpartum Family Planning,Least effective contraceptive methods,,2018,736,23.0,(19.2-27.3),Kentucky
Postpartum Family Planning,Least effective contraceptive methods,,2019,891,21.8,(18.4-25.7),Kentucky
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,697,39.6,(35.2-44.3),Kentucky
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,746,40.8,(36.2-45.5),Kentucky
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,908,41.1,(36.9-45.4),Kentucky
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,661,57.5,(52.6-62.2),Kentucky
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,739,55.4,(50.7-60.1),Kentucky
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,879,55.6,(51.1-60.0),Kentucky
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,661,35.1,(30.6-40.0),Kentucky
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,739,36.1,(31.6-40.9),Kentucky
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,879,34.2,(30.2-38.6),Kentucky
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,661,7.4,(5.2-10.4),Kentucky
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,739,8.4,(6.1-11.6),Kentucky
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,879,10.2,(7.6-13.6),Kentucky
Health Insurance Status for Prenatal Care,Private insurance,,2017,660,54.0,(49.1-58.8),Kentucky
Health Insurance Status for Prenatal Care,Private insurance,,2018,724,51.1,(46.3-55.9),Kentucky
Health Insurance Status for Prenatal Care,Private insurance,,2019,855,58.0,(53.5-62.4),Kentucky
Health Insurance Status for Prenatal Care,Medicaid,,2017,660,43.7,(38.9-48.5),Kentucky
Health Insurance Status for Prenatal Care,Medicaid,,2018,724,46.6,(41.8-51.5),Kentucky
Health Insurance Status for Prenatal Care,Medicaid,,2019,855,39.4,(35.1-43.8),Kentucky
Health Insurance Status for Prenatal Care,No insurance,,2017,660,2.4,(1.2-4.4),Kentucky
Health Insurance Status for Prenatal Care,No insurance,,2018,724,2.3,(1.2-4.4),Kentucky
Health Insurance Status for Prenatal Care,No insurance,,2019,855,2.6,(1.4-5.0),Kentucky
Health Insurance Status Postpartum,Private insurance,,2017,666,50.2,(45.4-55.0),Kentucky
Health Insurance Status Postpartum,Private insurance,,2018,739,48.5,(43.8-53.3),Kentucky
Health Insurance Status Postpartum,Private insurance,,2019,880,54.3,(49.8-58.7),Kentucky
Health Insurance Status Postpartum,Medicaid,,2017,666,42.9,(38.2-47.7),Kentucky
Health Insurance Status Postpartum,Medicaid,,2018,739,44.4,(39.7-49.2),Kentucky
Health Insurance Status Postpartum,Medicaid,,2019,880,38.4,(34.2-42.8),Kentucky
Health Insurance Status Postpartum,No insurance,,2017,666,6.9,(4.8-9.9),Kentucky
Health Insurance Status Postpartum,No insurance,,2018,739,7.1,(4.9-10.1),Kentucky
Health Insurance Status Postpartum,No insurance,,2019,880,7.3,(5.1-10.3),Kentucky
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,669,83.9,(80.2-87.0),Kentucky
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,729,85.5,(81.9-88.5),Kentucky
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,895,83.0,(79.3-86.2),Kentucky
Breastfeeding Practices,Ever breastfed,,2017,675,79.4,(75.2-83.2),Kentucky
Breastfeeding Practices,Ever breastfed,,2018,732,80.8,(76.7-84.3),Kentucky
Breastfeeding Practices,Ever breastfed,,2019,898,76.7,(72.8-80.3),Kentucky
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,669,57.4,(52.5-62.0),Kentucky
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,717,56.0,(51.2-60.8),Kentucky
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,889,54.6,(50.2-59.0),Kentucky
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2016,882,32.3,(29.1-35.6),Louisiana
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2017,892,28.9,(25.8-32.2),Louisiana
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2018,852,28.4,(25.2-31.8),Louisiana
Nutrition,Multivitamin use >=4 times a week during the month before pregnancy,,2019,1073,32.6,(29.3-36.2),Louisiana
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2016,846,3.6,(2.5-5.2),Louisiana
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2017,852,4.3,(3.0-6.1),Louisiana
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2018,829,3.7,(2.5-5.5),Louisiana
Pre-pregnancy Weight,Underweight (Body Mass Index [BMI]<18.5 kg/m2),,2019,1018,3.1,(2.0-4.6),Louisiana
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2016,846,24.7,(21.8-27.8),Louisiana
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2017,852,24.9,(21.9-28.1),Louisiana
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2018,829,23.3,(20.4-26.6),Louisiana
Pre-pregnancy Weight,Overweight (BMI 25-29.9 kg/m2),,2019,1018,26.4,(23.2-29.9),Louisiana
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2016,846,28.2,(25.2-31.4),Louisiana
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2017,852,26.1,(23.2-29.3),Louisiana
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2018,829,32.9,(29.6-36.4),Louisiana
Pre-pregnancy Weight,Obese (BMI>=30 kg/m2),,2019,1018,33.3,(29.8-36.9),Louisiana
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2016,876,21.0,(18.3-24.0),Louisiana
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2017,883,23.8,(20.9-27.0),Louisiana
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,843,18.8,(16.1-21.9),Louisiana
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1073,19.3,(16.5-22.4),Louisiana
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,879,10.6,(8.6-13.0),Louisiana
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,886,11.2,(9.1-13.7),Louisiana
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,842,7.7,(6.0-9.9),Louisiana
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1073,8.1,(6.3-10.4),Louisiana
Substance Use,Any cigarette smoking,Postpartum,2016,878,15.9,(13.5-18.6),Louisiana
Substance Use,Any cigarette smoking,Postpartum,2017,886,18.0,(15.4-20.9),Louisiana
Substance Use,Any cigarette smoking,Postpartum,2018,843,12.9,(10.6-15.6),Louisiana
Substance Use,Any cigarette smoking,Postpartum,2019,1074,14.0,(11.6-16.9),Louisiana
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,875,3.9,(2.7-5.6),Louisiana
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,885,4.2,(2.9-5.9),Louisiana
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,841,4.8,(3.4-6.7),Louisiana
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1073,4.1,(2.8-6.1),Louisiana
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,876,1.2,(0.6-2.4),Louisiana
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,885,1.1,(0.6-2.2),Louisiana
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,838,1.1,(0.5-2.4),Louisiana
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1073,1.1,(0.5-2.4),Louisiana
Substance Use,Hookah use in the last 2 years,,2016,867,2.8,(1.9-4.1),Louisiana
Substance Use,Hookah use in the last 2 years,,2017,883,2.7,(1.8-4.1),Louisiana
Substance Use,Hookah use in the last 2 years,,2018,838,2.7,(1.8-4.0),Louisiana
Substance Use,Hookah use in the last 2 years,,2019,1072,4.0,(2.8-5.5),Louisiana
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,878,1.4,(0.7-2.5),Louisiana
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,882,1.5,(0.9-2.7),Louisiana
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,840,0.8,(0.3-1.9),Louisiana
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1071,2.6,(1.6-4.2),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,881,3.6,(2.5-5.0),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,889,2.9,(1.9-4.4),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,846,2.4,(1.5-3.7),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1070,4.2,(2.9-6.0),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,880,3.2,(2.2-4.6),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,886,2.9,(1.9-4.4),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,846,1.8,(1.1-2.9),Louisiana
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1072,3.0,(2.0-4.5),Louisiana
Depression,Self-reported depression in the 3 months before pregnancy,,2016,875,9.3,(7.5-11.5),Louisiana
Depression,Self-reported depression in the 3 months before pregnancy,,2017,892,13.7,(11.4-16.3),Louisiana
Depression,Self-reported depression in the 3 months before pregnancy,,2018,846,13.2,(10.9-15.9),Louisiana
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1068,16.3,(13.7-19.3),Louisiana
Depression,Self-reported depression during pregnancy,,2016,874,8.3,(6.6-10.4),Louisiana
Depression,Self-reported depression during pregnancy,,2017,883,14.6,(12.2-17.3),Louisiana
Depression,Self-reported depression during pregnancy,,2018,840,13.4,(11.1-16.1),Louisiana
Depression,Self-reported depression during pregnancy,,2019,1065,15.4,(12.9-18.3),Louisiana
Depression,Self-reported postpartum depressive symptoms,,2016,876,11.3,(9.4-13.6),Louisiana
Depression,Self-reported postpartum depressive symptoms,,2017,886,15.2,(12.8-17.8),Louisiana
Depression,Self-reported postpartum depressive symptoms,,2018,844,15.9,(13.4-18.8),Louisiana
Depression,Self-reported postpartum depressive symptoms,,2019,1062,19.3,(16.5-22.4),Louisiana
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,880,58.9,(55.5-62.1),Louisiana
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,887,63.3,(59.8-66.6),Louisiana
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,851,68.5,(65.0-71.7),Louisiana
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1073,70.6,(67.1-73.9),Louisiana
Health Care Services,Began prenatal care in 1st trimester,,2016,864,88.3,(86.0-90.3),Louisiana
Health Care Services,Began prenatal care in 1st trimester,,2017,865,86.5,(84.0-88.7),Louisiana
Health Care Services,Began prenatal care in 1st trimester,,2018,829,87.3,(84.9-89.5),Louisiana
Health Care Services,Began prenatal care in 1st trimester,,2019,1055,87.0,(84.2-89.3),Louisiana
Health Care Services,Had a flu shot in the 12 months before birth,,2016,864,47.3,(43.9-50.8),Louisiana
Health Care Services,Had a flu shot in the 12 months before birth,,2017,880,46.4,(42.9-50.0),Louisiana
Health Care Services,Had a flu shot in the 12 months before birth,,2018,841,46.3,(42.7-50.0),Louisiana
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1050,53.1,(49.4-56.7),Louisiana
Health Care Services,Had maternal postpartum checkup,,2016,878,86.2,(83.6-88.4),Louisiana
Health Care Services,Had maternal postpartum checkup,,2017,887,84.9,(82.2-87.3),Louisiana
Health Care Services,Had maternal postpartum checkup,,2018,846,88.9,(86.5-91.0),Louisiana
Health Care Services,Had maternal postpartum checkup,,2019,1067,88.9,(86.4-90.9),Louisiana
Pregnancy Intention,Mistimed,,2016,875,27.9,(25.0-31.0),Louisiana
Pregnancy Intention,Mistimed,,2017,887,26.1,(23.1-29.2),Louisiana
Pregnancy Intention,Mistimed,,2018,851,25.5,(22.6-28.6),Louisiana
Pregnancy Intention,Mistimed,,2019,1065,23.4,(20.4-26.6),Louisiana
Pregnancy Intention,Unwanted pregnancy,,2016,875,8.8,(7.1-10.9),Louisiana
Pregnancy Intention,Unwanted pregnancy,,2017,887,10.3,(8.4-12.5),Louisiana
Pregnancy Intention,Unwanted pregnancy,,2018,851,9.6,(7.7-11.9),Louisiana
Pregnancy Intention,Unwanted pregnancy,,2019,1065,8.3,(6.6-10.5),Louisiana
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,875,13.9,(11.7-16.4),Louisiana
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,887,18.8,(16.2-21.7),Louisiana
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,851,15.2,(12.8-17.9),Louisiana
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1065,21.8,(19.0-24.9),Louisiana
Pregnancy Intention,Intended pregnancy,,2016,875,49.5,(46.1-52.9),Louisiana
Pregnancy Intention,Intended pregnancy,,2017,887,44.9,(41.5-48.4),Louisiana
Pregnancy Intention,Intended pregnancy,,2018,851,49.7,(46.2-53.3),Louisiana
Pregnancy Intention,Intended pregnancy,,2019,1065,46.5,(43.0-50.1),Louisiana
Postpartum Family Planning,Use of any postpartum contraception,,2016,863,75.0,(71.9-77.9),Louisiana
Postpartum Family Planning,Use of any postpartum contraception,,2017,873,73.6,(70.3-76.6),Louisiana
Postpartum Family Planning,Use of any postpartum contraception,,2018,836,75.7,(72.4-78.7),Louisiana
Postpartum Family Planning,Use of any postpartum contraception,,2019,1047,73.5,(70.1-76.6),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,863,12.0,(9.9-14.5),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,873,14.4,(12.0-17.1),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,836,16.6,(14.1-19.6),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1047,10.0,(8.1-12.3),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,863,13.8,(11.7-16.3),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,873,12.8,(10.6-15.4),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,836,14.1,(11.7-16.8),Louisiana
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1047,15.3,(12.8-18.2),Louisiana
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,863,32.3,(29.2-35.6),Louisiana
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,873,31.6,(28.4-35.0),Louisiana
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,836,30.2,(27.0-33.6),Louisiana
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1047,33.5,(30.1-37.1),Louisiana
Postpartum Family Planning,Least effective contraceptive methods,,2016,863,16.8,(14.4-19.7),Louisiana
Postpartum Family Planning,Least effective contraceptive methods,,2017,873,14.8,(12.4-17.5),Louisiana
Postpartum Family Planning,Least effective contraceptive methods,,2018,836,14.8,(12.3-17.6),Louisiana
Postpartum Family Planning,Least effective contraceptive methods,,2019,1047,14.7,(12.3-17.5),Louisiana
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,878,36.2,(33.0-39.6),Louisiana
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,890,32.8,(29.6-36.2),Louisiana
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,849,38.5,(35.0-42.1),Louisiana
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1072,36.7,(33.3-40.3),Louisiana
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,861,51.5,(48.1-54.8),Louisiana
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,869,47.5,(44.0-51.0),Louisiana
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,825,47.7,(44.2-51.3),Louisiana
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1040,47.7,(44.0-51.3),Louisiana
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,861,24.2,(21.5-27.1),Louisiana
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,869,34.4,(31.3-37.6),Louisiana
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,825,38.0,(34.8-41.3),Louisiana
